Date,Header,Description,Category,URLS
28 Apr 2020,"More than 2,200 Indonesians have died with coronavirus symptoms, data shows","[BENGALURU] More than 2,200 Indonesians have died with acute symptoms of Covid-19 but were not recorded as victims of the disease, a Reuters review of data from 16 of the country's 34 provinces showed.
",government-economy,https://www.businesstimes.com.sg/government-economy/more-than-2200-indonesians-have-died-with-coronavirus-symptoms-data-shows
28 Apr 2020,"US records 1,303 coronavirus deaths in 24 hours: Johns Hopkins","[WASHINGTON] The United States recorded 1,303 more novel coronavirus deaths in the past 24 hours, according to figures reported late Monday by the Johns Hopkins University, with confirmed US cases nearing one million.
",government-economy,https://www.businesstimes.com.sg/government-economy/us-records-1303-coronavirus-deaths-in-24-hours-johns-hopkins
28 Apr 2020,Japan's March jobless rate rises to one-year high as coronavirus hits economy,"[TOKYO] Japan's March jobless rate rose to its highest in a year, while job availability slipped to a more than three-year low, official data showed on Tuesday, as the coronavirus outbreak and containment measures caused the nation's job market to ease.
",government-economy,https://www.businesstimes.com.sg/government-economy/japans-march-jobless-rate-rises-to-one-year-high-as-coronavirus-hits-economy
28 Apr 2020,France daily coronavirus deaths rise to 437: official,"[PARIS] France on Monday reported 437 new deaths from Covid-19 in hospitals and nursing homes over the last 24 hours, marking a rise after lower daily figures in the last days.
",government-economy,https://www.businesstimes.com.sg/government-economy/france-daily-coronavirus-deaths-rise-to-437-official
28 Apr 2020,Why some fear a coronabond as much as the coronavirus,"EUROPE can see light at the end of the Covid-19 tunnel as the numbers of daily infections and deaths from the virus fall gradually across the continent. But the economic fallout from the ""Great Lockdown"" is still to come. The International Monetary Fund is forecasting that the eurozone will experience a drop in real GDP of more than 7 per cent this year and only partly recover in 2021, making this downturn deeper than even the Great Recession of 2008-09.
",opinion,https://www.businesstimes.com.sg/opinion/why-some-fear-a-coronabond-as-much-as-the-coronavirus
28 Apr 2020,Coronavirus disrupts gold mining but boosts metal's appeal,"WITH businesses the world over increasingly grinding to a halt as the Covid-19 pandemic turns daily life topsy-turvy, even industries intrinsically linked to safe havens have been forced to hunker down.
",opinion,https://www.businesstimes.com.sg/opinion/coronavirus-disrupts-gold-mining-but-boosts-metals-appeal
27 Apr 2020,"White House suspends daily coronavirus briefings, to resume with new focus","[WASHINGTON] The White House on Monday suspended daily coronavirus task force briefings but said they would resume later in the week as the focus shifts to the economic reopening phase in the fight against the novel coronavirus.
",government-economy,https://www.businesstimes.com.sg/government-economy/white-house-suspends-daily-coronavirus-briefings-to-resume-with-new-focus
27 Apr 2020,UK airlines want coronavirus wage support scheme extended beyond June,"[LONDON] Britain's airlines want the government's coronavirus wage support scheme to be extended beyond June, maintaining the assistance for longer with a only slow recovery in air travel expected.
",transport,https://www.businesstimes.com.sg/transport/uk-airlines-want-coronavirus-wage-support-scheme-extended-beyond-june
27 Apr 2020,Distilleries are turning stale beer into coronavirus whiskey,"[NEW YORK] A stainless-steel tanker winds down a gravel road, its 18 wheels coming to rest in front of a bright, red barn. A stubbled Vermonter in coveralls emerges from the structure and fits the rear of the truck with a thick hose. What flows out isn't fuel or feed, as you might suspect, but thousands of gallons of warm beer. The scene has become something of a morning ritual over the past month at WhistlePig, where the farmhouse distillery is receiving roughly 6,500 gallons of stale suds per day.",life-culture,https://www.businesstimes.com.sg/life-culture/distilleries-are-turning-stale-beer-into-coronavirus-whiskey
27 Apr 2020,Japan's Osaka to name and shame pachinko parlours defying coronavirus lockdown,"[TOKYO] Japan's Osaka Prefecture said it will name and shame more pachinko parlour gambling outlets that are defying coronavirus lockdown requests after three out of six locations it identified on Friday subsequently closed.
",consumer,https://www.businesstimes.com.sg/consumer/japans-osaka-to-name-and-shame-pachinko-parlours-defying-coronavirus-lockdown
27 Apr 2020,Volkswagen restarts Europe's largest car factory after coronavirus shutdown,"[FRANKFURT] Volkswagen (VW) the world's largest carmaker by sales, on Monday said it had resumed work at its biggest factory in Wolfsburg, Germany, to give its workers time to adapt to new hygiene measures to combat the coronavirus.
",transport,https://www.businesstimes.com.sg/transport/volkswagen-restarts-europes-largest-car-factory-after-coronavirus-shutdown
27 Apr 2020,"Fishing, surfing and hunting beckon New Zealanders after coronavirus lockdown","[WELLINGTON] New Zealanders will be able to go fishing, surfing, hunting and hiking this week for the first time in more than a month as the country begins to ease its way out of a strict lockdown that successfully slowed the spread of the coronavirus.
",government-economy,https://www.businesstimes.com.sg/government-economy/fishing-surfing-and-hunting-beckon-new-zealanders-after-coronavirus-lockdown
27 Apr 2020,Mexican oil platforms to reduce staff due to coronavirus,"[MEXICO CITY] Mexico will begin removing staff from Gulf of Mexico oil platforms to limit the spread of the coronavirus, leaving only essential personnel on board, state oil firm Petroleos Mexicanos (Pemex) said on Sunday.
",energy-commodities,https://www.businesstimes.com.sg/energy-commodities/mexican-oil-platforms-to-reduce-staff-due-to-coronavirus
27 Apr 2020,"US records 1,330 coronavirus deaths in 24 hours: Johns Hopkins","[WASHINGTON] The United States recorded 1,330 more novel coronavirus deaths in the past 24 hours, according to figures reported late Sunday by the Johns Hopkins University.
",government-economy,https://www.businesstimes.com.sg/government-economy/us-records-1330-coronavirus-deaths-in-24-hours-johns-hopkins
27 Apr 2020,South Korea finance ministry says to boost loans to developing countries fighting coronavirus,[SEOUL] South Korea's finance minister on Monday said the government will boost loans and grants for developing nations to help them fight the coronavirus pandemic.,government-economy,https://www.businesstimes.com.sg/government-economy/south-korea-finance-ministry-says-to-boost-loans-to-developing-countries-fighting
27 Apr 2020,Canada warns against chloroquine use as coronavirus treatment,"[MONTREAL] Canadian health authorities have issued a warning against the use of anti-malarial drugs chloroquine and hydroxychloroquine to treat coronavirus infections or prevent reinfections.
",government-economy,https://www.businesstimes.com.sg/government-economy/canada-warns-against-chloroquine-use-as-coronavirus-treatment
27 Apr 2020,China eases restrictions on exports of some coronavirus equipment,"CHINA is dropping a requirement that a number of key virus care products get domestic regulatory approval before export, as long as they are approved in the importing countries, the commerce ministry said on Saturday.
",government-economy,https://www.businesstimes.com.sg/government-economy/china-eases-restrictions-on-exports-of-some-coronavirus-equipment
27 Apr 2020,Deflation stalks the world after expansive policies of coronavirus era,"THE economic contraction wrought by efforts to contain the coronavirus is shredding inflation. Now deflation, a prolonged period of falling prices, is stalking the globe. The collapsing oil market is both a symptom of weaker demand and cause for a deepening slump.
",government-economy,https://www.businesstimes.com.sg/government-economy/deflation-stalks-the-world-after-expansive-policies-of-coronavirus-era
27 Apr 2020,China says all coronavirus patients in Wuhan are discharged,"THE Chinese city of Wuhan, where the global coronavirus pandemic began, now has no remaining cases in its hospitals, a health official told reporters on Sunday.
",government-economy,https://www.businesstimes.com.sg/government-economy/china-says-all-coronavirus-patients-in-wuhan-are-discharged
